episode_id,rung,rep,label,was_correct,now_correct,now_correct_checks_parser,resumed_from,steps_before,steps_after,model_calls,checks_flag_before,checks_flag_after
organic-demo-029,none,1,arithmetic_error,False,False,False,12,12,12,0,True,True
organic-demo-029,none,2,arithmetic_error,False,False,False,12,12,12,0,True,True
organic-demo-029,none,3,arithmetic_error,False,False,False,12,12,12,0,True,True
organic-demo-029,resample,1,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-029,resample,2,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-029,resample,3,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-029,generic,1,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-029,generic,2,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-029,generic,3,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-029,located,1,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-029,located,2,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-029,located,3,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-029,specific,1,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-029,specific,2,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-029,specific,3,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-029,adaptive,1,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-029,adaptive,2,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-029,adaptive,3,arithmetic_error,False,True,True,10,12,11,1,True,False
organic-demo-029,recompute,1,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-029,recompute,2,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-029,recompute,3,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-032,none,1,arithmetic_error,False,False,False,12,12,12,0,True,True
organic-demo-032,none,2,arithmetic_error,False,False,False,12,12,12,0,True,True
organic-demo-032,none,3,arithmetic_error,False,False,False,12,12,12,0,True,True
organic-demo-032,resample,1,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-032,resample,2,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-032,resample,3,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-032,generic,1,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-032,generic,2,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-032,generic,3,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-032,located,1,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-032,located,2,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-032,located,3,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-032,specific,1,arithmetic_error,False,False,False,10,12,13,3,True,True
organic-demo-032,specific,2,arithmetic_error,False,True,True,10,12,13,3,True,False
organic-demo-032,specific,3,arithmetic_error,False,False,False,10,12,13,3,True,True
organic-demo-032,adaptive,1,arithmetic_error,False,True,True,10,12,13,3,True,False
organic-demo-032,adaptive,2,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-032,adaptive,3,arithmetic_error,False,True,True,10,12,13,3,True,False
organic-demo-032,recompute,1,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-032,recompute,2,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-032,recompute,3,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-033,none,1,incomplete,False,False,True,9,9,9,0,True,True
organic-demo-033,none,2,incomplete,False,False,True,9,9,9,0,True,True
organic-demo-033,none,3,incomplete,False,False,True,9,9,9,0,True,True
organic-demo-033,resample,1,incomplete,False,True,True,7,9,12,5,True,False
organic-demo-033,resample,2,incomplete,False,True,True,7,9,12,5,True,False
organic-demo-033,resample,3,incomplete,False,True,True,7,9,12,5,True,False
organic-demo-033,generic,1,incomplete,False,False,False,7,9,11,4,True,True
organic-demo-033,generic,2,incomplete,False,False,False,7,9,11,4,True,True
organic-demo-033,generic,3,incomplete,False,False,False,7,9,11,4,True,True
organic-demo-033,located,1,incomplete,False,False,False,7,9,11,4,True,True
organic-demo-033,located,2,incomplete,False,True,True,7,9,12,5,True,False
organic-demo-033,located,3,incomplete,False,True,True,7,9,12,5,True,False
organic-demo-033,specific,1,incomplete,False,True,True,7,9,12,5,True,False
organic-demo-033,specific,2,incomplete,False,True,True,7,9,12,5,True,False
organic-demo-033,specific,3,incomplete,False,True,True,7,9,12,5,True,False
organic-demo-033,adaptive,1,incomplete,False,False,False,7,9,11,4,True,True
organic-demo-033,adaptive,2,incomplete,False,False,False,7,9,11,4,True,True
organic-demo-033,adaptive,3,incomplete,False,False,False,7,9,11,4,True,True
organic-demo-033,recompute,1,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-033,recompute,2,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-033,recompute,3,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-035,none,1,arithmetic_error,False,False,False,12,12,12,0,True,True
organic-demo-035,none,2,arithmetic_error,False,False,False,12,12,12,0,True,True
organic-demo-035,none,3,arithmetic_error,False,False,False,12,12,12,0,True,True
organic-demo-035,resample,1,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-035,resample,2,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-035,resample,3,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-035,generic,1,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-035,generic,2,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-035,generic,3,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-035,located,1,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-035,located,2,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-035,located,3,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-035,specific,1,arithmetic_error,False,True,True,10,12,13,3,True,False
organic-demo-035,specific,2,arithmetic_error,False,True,True,10,12,13,3,True,False
organic-demo-035,specific,3,arithmetic_error,False,False,False,10,12,13,3,True,True
organic-demo-035,adaptive,1,arithmetic_error,False,True,True,10,12,13,3,True,False
organic-demo-035,adaptive,2,arithmetic_error,False,True,True,10,12,13,3,True,False
organic-demo-035,adaptive,3,arithmetic_error,False,True,True,10,12,13,3,True,False
organic-demo-035,recompute,1,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-035,recompute,2,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-035,recompute,3,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-039,none,1,incomplete,False,False,True,9,9,9,0,True,True
organic-demo-039,none,2,incomplete,False,False,True,9,9,9,0,True,True
organic-demo-039,none,3,incomplete,False,False,True,9,9,9,0,True,True
organic-demo-039,resample,1,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-039,resample,2,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-039,resample,3,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-039,generic,1,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-039,generic,2,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-039,generic,3,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-039,located,1,incomplete,False,True,True,7,9,12,5,True,False
organic-demo-039,located,2,incomplete,False,False,False,7,9,12,5,True,True
organic-demo-039,located,3,incomplete,False,False,False,7,9,11,4,True,True
organic-demo-039,specific,1,incomplete,False,False,False,7,9,11,4,True,True
organic-demo-039,specific,2,incomplete,False,False,False,7,9,11,4,True,True
organic-demo-039,specific,3,incomplete,False,False,False,7,9,11,4,True,True
organic-demo-039,adaptive,1,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-039,adaptive,2,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-039,adaptive,3,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-039,recompute,1,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-039,recompute,2,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-039,recompute,3,incomplete,False,False,True,7,9,9,2,True,True
organic-demo-044,none,1,arithmetic_error,False,False,False,11,11,11,0,True,True
organic-demo-044,none,2,arithmetic_error,False,False,False,11,11,11,0,True,True
organic-demo-044,none,3,arithmetic_error,False,False,False,11,11,11,0,True,True
organic-demo-044,resample,1,arithmetic_error,False,False,False,9,11,11,2,True,True
organic-demo-044,resample,2,arithmetic_error,False,False,False,9,11,11,2,True,True
organic-demo-044,resample,3,arithmetic_error,False,False,False,9,11,11,2,True,True
organic-demo-044,generic,1,arithmetic_error,False,False,False,9,11,11,2,True,True
organic-demo-044,generic,2,arithmetic_error,False,False,False,9,11,11,2,True,True
organic-demo-044,generic,3,arithmetic_error,False,False,False,9,11,11,2,True,True
organic-demo-044,located,1,arithmetic_error,False,True,True,9,11,12,3,True,False
organic-demo-044,located,2,arithmetic_error,False,True,True,9,11,12,3,True,False
organic-demo-044,located,3,arithmetic_error,False,True,True,9,11,12,3,True,False
organic-demo-044,specific,1,arithmetic_error,False,True,True,9,11,12,3,True,False
organic-demo-044,specific,2,arithmetic_error,False,True,True,9,11,12,3,True,False
organic-demo-044,specific,3,arithmetic_error,False,False,False,9,11,12,3,True,True
organic-demo-044,adaptive,1,arithmetic_error,False,False,False,9,11,11,2,True,True
organic-demo-044,adaptive,2,arithmetic_error,False,False,False,9,11,11,2,True,True
organic-demo-044,adaptive,3,arithmetic_error,False,False,False,9,11,11,2,True,True
organic-demo-044,recompute,1,arithmetic_error,False,False,False,9,11,11,2,True,True
organic-demo-044,recompute,2,arithmetic_error,False,False,False,9,11,11,2,True,True
organic-demo-044,recompute,3,arithmetic_error,False,False,False,9,11,11,2,True,True
organic-demo-045,none,1,arithmetic_error,False,False,False,12,12,12,0,True,True
organic-demo-045,none,2,arithmetic_error,False,False,False,12,12,12,0,True,True
organic-demo-045,none,3,arithmetic_error,False,False,False,12,12,12,0,True,True
organic-demo-045,resample,1,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-045,resample,2,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-045,resample,3,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-045,generic,1,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-045,generic,2,arithmetic_error,False,True,True,10,12,12,2,True,False
organic-demo-045,generic,3,arithmetic_error,False,False,True,10,12,12,2,True,False
organic-demo-045,located,1,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-045,located,2,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-045,located,3,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-045,specific,1,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-045,specific,2,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-045,specific,3,arithmetic_error,False,False,False,10,12,13,3,True,True
organic-demo-045,adaptive,1,arithmetic_error,False,False,False,10,12,13,3,True,True
organic-demo-045,adaptive,2,arithmetic_error,False,False,False,10,12,13,3,True,True
organic-demo-045,adaptive,3,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-045,recompute,1,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-045,recompute,2,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-045,recompute,3,arithmetic_error,False,False,False,10,12,12,2,True,True
organic-demo-046,none,1,arithmetic_error,False,False,False,11,11,11,0,True,True
organic-demo-046,none,2,arithmetic_error,False,False,False,11,11,11,0,True,True
organic-demo-046,none,3,arithmetic_error,False,False,False,11,11,11,0,True,True
organic-demo-046,resample,1,arithmetic_error,False,False,False,9,11,11,2,True,True
