dataset,episode_id,failure_class,is_content,det_esn_cusum_max,det_delta_mahalanobis,det_hybrid_weighted50,det_grounding,det_hybrid_weighted_g,det_hybrid_content_gate,det_hybrid_adaptive,det_hybrid_logistic,det_hybrid_logistic_g,det_joint_budget
autogen7b,autogen-looping-034,looping,False,True,True,True,False,True,True,True,True,True,True
autogen7b,autogen-looping-035,looping,False,False,False,False,True,False,True,True,False,False,False
autogen7b,autogen-context_corruption-000,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-001,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-002,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-003,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-004,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-005,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-007,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-008,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-009,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-010,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-011,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-012,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-013,context_corruption,True,True,True,True,False,True,True,True,True,True,True
autogen7b,autogen-context_corruption-014,context_corruption,True,True,False,True,False,True,True,True,False,False,True
autogen7b,autogen-context_corruption-015,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-016,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-017,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-018,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-019,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-021,context_corruption,True,True,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-022,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-023,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-024,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-025,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-026,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-027,context_corruption,True,False,True,True,False,True,True,True,True,True,True
autogen7b,autogen-context_corruption-028,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-029,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-030,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-031,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-032,context_corruption,True,False,False,False,False,False,False,False,False,False,False
autogen7b,autogen-context_corruption-034,context_corruption,True,True,False,True,False,True,True,True,False,False,True
autogen7b,autogen-context_corruption-035,context_corruption,True,False,False,False,False,False,False,False,False,False,False
ollama7b,real-tool_cascade-001,tool_cascade,False,True,True,True,True,True,True,True,True,True,True
ollama7b,real-tool_cascade-002,tool_cascade,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-tool_cascade-003,tool_cascade,False,True,False,True,False,True,True,True,False,True,True
ollama7b,real-tool_cascade-005,tool_cascade,False,True,False,True,False,True,True,True,False,True,True
ollama7b,real-tool_cascade-006,tool_cascade,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-tool_cascade-008,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama7b,real-tool_cascade-009,tool_cascade,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-tool_cascade-010,tool_cascade,False,True,True,True,False,True,True,True,False,True,True
ollama7b,real-tool_cascade-011,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama7b,real-tool_cascade-012,tool_cascade,False,True,False,True,False,True,True,True,True,True,True
ollama7b,real-tool_cascade-015,tool_cascade,False,True,True,True,False,True,True,True,False,True,True
ollama7b,real-tool_cascade-016,tool_cascade,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-tool_cascade-018,tool_cascade,False,True,True,True,False,True,True,True,False,True,True
ollama7b,real-tool_cascade-019,tool_cascade,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-tool_cascade-020,tool_cascade,False,True,True,True,False,True,True,True,False,True,True
ollama7b,real-tool_cascade-021,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama7b,real-tool_cascade-022,tool_cascade,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-tool_cascade-023,tool_cascade,False,True,False,True,False,True,True,True,False,True,True
ollama7b,real-looping-000,looping,False,True,True,True,False,True,True,True,True,True,True
ollama7b,real-looping-001,looping,False,True,True,True,True,True,True,True,True,True,True
ollama7b,real-looping-002,looping,False,True,True,True,False,True,True,True,False,True,True
ollama7b,real-looping-003,looping,False,True,True,True,False,True,True,True,False,True,True
ollama7b,real-looping-004,looping,False,True,True,True,False,True,True,True,False,True,True
ollama7b,real-looping-005,looping,False,True,True,True,False,True,True,True,True,True,True
ollama7b,real-looping-006,looping,False,True,True,True,False,True,True,True,False,True,True
ollama7b,real-looping-007,looping,False,True,False,True,True,True,True,True,True,True,True
ollama7b,real-looping-008,looping,False,True,False,True,False,True,True,True,False,True,True
ollama7b,real-looping-009,looping,False,True,False,True,False,True,True,True,False,True,True
ollama7b,real-looping-010,looping,False,True,True,True,True,True,True,True,True,True,True
ollama7b,real-looping-011,looping,False,True,True,True,True,True,True,True,True,True,True
ollama7b,real-looping-012,looping,False,True,False,True,False,True,True,True,False,True,True
ollama7b,real-looping-013,looping,False,True,False,True,True,True,True,True,False,True,True
ollama7b,real-looping-014,looping,False,True,True,True,False,True,True,True,False,True,True
ollama7b,real-looping-015,looping,False,True,False,True,False,True,True,True,True,True,True
ollama7b,real-looping-016,looping,False,True,True,True,False,True,True,True,True,True,True
ollama7b,real-looping-017,looping,False,True,True,True,True,True,True,True,True,True,True
ollama7b,real-looping-018,looping,False,True,True,True,False,True,True,True,True,True,True
ollama7b,real-looping-019,looping,False,True,True,True,False,True,True,True,True,True,True
ollama7b,real-looping-020,looping,False,True,True,True,True,True,True,True,True,True,True
ollama7b,real-looping-021,looping,False,True,False,True,False,True,True,True,False,True,True
ollama7b,real-looping-022,looping,False,True,False,True,False,True,True,True,True,True,True
ollama7b,real-looping-023,looping,False,True,False,True,False,True,True,True,True,True,True
ollama7b,real-goal_drift-001,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-002,goal_drift,False,False,False,False,False,False,False,False,False,False,False
ollama7b,real-goal_drift-003,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-004,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-005,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-006,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-007,goal_drift,False,True,True,True,False,True,True,True,False,True,True
ollama7b,real-goal_drift-008,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-009,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-010,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-011,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-013,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-014,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-015,goal_drift,False,True,False,True,False,True,True,True,False,True,True
ollama7b,real-goal_drift-016,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-017,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-018,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-019,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-020,goal_drift,False,True,False,True,False,True,True,True,False,False,True
ollama7b,real-goal_drift-022,goal_drift,False,False,False,False,False,False,False,False,False,False,False
ollama7b,real-goal_drift-023,goal_drift,False,False,False,False,False,False,False,False,False,False,False
ollama7b,real-context_corruption-001,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-002,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-003,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-004,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-005,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-006,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-007,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-008,context_corruption,True,True,True,True,False,True,True,True,True,True,True
ollama7b,real-context_corruption-009,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-010,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-012,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-013,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-014,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-015,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-016,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-017,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-018,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-019,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-020,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-021,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-022,context_corruption,True,True,False,True,False,True,True,True,False,False,True
ollama7b,real-context_corruption-023,context_corruption,True,True,False,True,False,True,True,True,False,False,True
langgraph7b,langgraph-tool_cascade-000,tool_cascade,False,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-003,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-004,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-005,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-006,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-007,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-008,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-009,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-010,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-011,tool_cascade,False,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-014,tool_cascade,False,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-015,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-016,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-018,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-019,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-020,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-021,tool_cascade,False,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-023,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-025,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-026,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-028,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-029,tool_cascade,False,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-030,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-tool_cascade-032,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-looping-000,looping,False,True,True,True,False,False,True,False,True,True,False
langgraph7b,langgraph-looping-001,looping,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-looping-002,looping,False,False,True,False,False,False,True,True,True,True,False
langgraph7b,langgraph-looping-003,looping,False,False,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-looping-004,looping,False,False,True,True,False,False,True,False,True,True,False
langgraph7b,langgraph-looping-005,looping,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-looping-006,looping,False,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-looping-007,looping,False,False,True,False,False,False,True,True,True,True,False
langgraph7b,langgraph-looping-008,looping,False,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-looping-009,looping,False,False,True,False,False,False,True,True,True,True,False
langgraph7b,langgraph-looping-011,looping,False,False,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-looping-012,looping,False,False,True,False,False,False,True,True,True,True,False
langgraph7b,langgraph-looping-013,looping,False,False,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-looping-014,looping,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-looping-016,looping,False,False,True,False,False,False,True,True,True,True,False
langgraph7b,langgraph-looping-017,looping,False,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-looping-018,looping,False,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-looping-019,looping,False,False,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-looping-020,looping,False,False,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-looping-021,looping,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-looping-022,looping,False,False,True,False,False,False,True,True,True,True,False
langgraph7b,langgraph-looping-023,looping,False,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-looping-024,looping,False,False,True,False,False,False,True,True,True,False,False
langgraph7b,langgraph-looping-025,looping,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-looping-026,looping,False,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-looping-027,looping,False,False,True,False,False,False,True,True,True,True,False
langgraph7b,langgraph-looping-028,looping,False,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-looping-030,looping,False,False,True,False,False,False,True,True,True,True,False
langgraph7b,langgraph-looping-031,looping,False,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-looping-032,looping,False,False,True,False,False,False,True,True,True,True,False
langgraph7b,langgraph-looping-033,looping,False,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-looping-034,looping,False,False,True,False,False,False,True,True,True,True,False
langgraph7b,langgraph-looping-035,looping,False,True,True,True,False,False,True,False,True,True,False
langgraph7b,langgraph-context_corruption-000,context_corruption,True,True,True,True,False,True,True,True,True,True,True
langgraph7b,langgraph-context_corruption-001,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-002,context_corruption,True,False,True,False,False,False,False,False,True,False,False
langgraph7b,langgraph-context_corruption-003,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-004,context_corruption,True,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-context_corruption-005,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-006,context_corruption,True,False,True,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-007,context_corruption,True,False,False,False,False,False,False,False,False,False,False
